edf_dir,label
chb20/nonseizure/chb20_12_162561.npy.gz,0
chb20/seizure/chb20_13_2_8385.npy.gz,1
chb20/seizure/chb20_13_2_3201.npy.gz,1
chb20/nonseizure/chb20_12_110593.npy.gz,0
chb20/nonseizure/chb20_12_210177.npy.gz,0
chb20/nonseizure/chb20_12_155905.npy.gz,0
chb20/seizure/chb20_68_1_5313.npy.gz,1
chb20/seizure/chb20_13_2_897.npy.gz,1
chb20/nonseizure/chb20_12_1537.npy.gz,0
chb20/nonseizure/chb20_12_271105.npy.gz,0
chb20/seizure/chb20_15_2_7809.npy.gz,1
chb20/seizure/chb20_13_1_6849.npy.gz,1
chb20/nonseizure/chb20_12_279553.npy.gz,0
chb20/seizure/chb20_13_2_4097.npy.gz,1
chb20/seizure/chb20_14_1_9665.npy.gz,1
chb20/nonseizure/chb20_12_230913.npy.gz,0
chb20/nonseizure/chb20_12_55809.npy.gz,0
chb20/seizure/chb20_15_1_1857.npy.gz,1
chb20/seizure/chb20_15_1_2689.npy.gz,1
chb20/seizure/chb20_15_1_961.npy.gz,1
chb20/nonseizure/chb20_12_186881.npy.gz,0
chb20/nonseizure/chb20_12_275713.npy.gz,0
chb20/seizure/chb20_15_1_2049.npy.gz,1
chb20/seizure/chb20_15_2_5569.npy.gz,1
chb20/nonseizure/chb20_12_154881.npy.gz,0
chb20/seizure/chb20_16_1_8257.npy.gz,1
chb20/nonseizure/chb20_12_91649.npy.gz,0
chb20/nonseizure/chb20_12_38145.npy.gz,0
chb20/seizure/chb20_16_1_7809.npy.gz,1
chb20/seizure/chb20_68_1_641.npy.gz,1
chb20/nonseizure/chb20_12_48385.npy.gz,0
chb20/nonseizure/chb20_12_234497.npy.gz,0
chb20/seizure/chb20_15_1_5825.npy.gz,1
chb20/seizure/chb20_68_1_8449.npy.gz,1
chb20/nonseizure/chb20_12_130049.npy.gz,0
chb20/nonseizure/chb20_12_8449.npy.gz,0
chb20/nonseizure/chb20_12_90881.npy.gz,0
chb20/nonseizure/chb20_12_293121.npy.gz,0
chb20/seizure/chb20_12_1_2625.npy.gz,1
chb20/nonseizure/chb20_12_240385.npy.gz,0
chb20/nonseizure/chb20_12_117761.npy.gz,0
chb20/seizure/chb20_15_1_7873.npy.gz,1
chb20/seizure/chb20_13_2_9601.npy.gz,1
chb20/seizure/chb20_15_1_4929.npy.gz,1
chb20/nonseizure/chb20_12_8705.npy.gz,0
chb20/nonseizure/chb20_12_167169.npy.gz,0
chb20/seizure/chb20_13_2_8449.npy.gz,1
chb20/seizure/chb20_15_2_7041.npy.gz,1
chb20/seizure/chb20_12_1_4865.npy.gz,1
chb20/seizure/chb20_13_2_8577.npy.gz,1
chb20/seizure/chb20_13_2_7873.npy.gz,1
chb20/nonseizure/chb20_12_306689.npy.gz,0
chb20/seizure/chb20_16_1_7425.npy.gz,1
chb20/seizure/chb20_15_2_8449.npy.gz,1
chb20/seizure/chb20_13_2_5569.npy.gz,1
chb20/nonseizure/chb20_12_152065.npy.gz,0
chb20/nonseizure/chb20_12_202497.npy.gz,0
chb20/seizure/chb20_15_2_11585.npy.gz,1
chb20/seizure/chb20_16_1_1.npy.gz,1
chb20/seizure/chb20_15_2_10817.npy.gz,1
chb20/nonseizure/chb20_12_190977.npy.gz,0
chb20/nonseizure/chb20_12_308225.npy.gz,0
chb20/nonseizure/chb20_12_104961.npy.gz,0
chb20/nonseizure/chb20_12_264705.npy.gz,0
chb20/seizure/chb20_13_1_2241.npy.gz,1
chb20/seizure/chb20_16_1_5377.npy.gz,1
chb20/seizure/chb20_13_1_6529.npy.gz,1
