edf_dir,label
E/S047_16.csv,1
C/N083_14.csv,0
A/Z019_4.csv,0
D/F088_5.csv,0
C/N012_16.csv,0
E/S079_8.csv,1
A/Z077_1.csv,0
D/F056_13.csv,0
E/S047_13.csv,1
D/F040_12.csv,0
E/S038_3.csv,1
E/S068_3.csv,1
D/F078_5.csv,0
A/Z031_5.csv,0
D/F004_14.csv,0
C/N023_2.csv,0
D/F009_10.csv,0
A/Z089_14.csv,0
D/F053_11.csv,0
A/Z050_7.csv,0
C/N039_9.csv,0
C/N086_7.csv,0
C/N084_12.csv,0
A/Z001_15.csv,0
A/Z070_8.csv,0
A/Z058_16.csv,0
C/N099_4.csv,0
C/N086_6.csv,0
E/S049_7.csv,1
A/Z089_11.csv,0
E/S022_16.csv,1
E/S034_2.csv,1
C/N011_15.csv,0
D/F077_11.csv,0
A/Z070_1.csv,0
C/N024_16.csv,0
E/S057_6.csv,1
C/N073_14.csv,0
A/Z053_13.csv,0
D/F096_2.csv,0
C/N045_13.csv,0
C/N015_15.csv,0
E/S045_7.csv,1
D/F023_6.csv,0
C/N095_1.csv,0
E/S010_12.csv,1
E/S082_10.csv,1
A/Z066_6.csv,0
D/F048_11.csv,0
A/Z055_4.csv,0
E/S077_9.csv,1
C/N034_6.csv,0
C/N071_7.csv,0
C/N068_13.csv,0
D/F052_14.csv,0
A/Z098_15.csv,0
D/F015_1.csv,0
A/Z023_10.csv,0
D/F013_7.csv,0
A/Z060_3.csv,0
E/S086_12.csv,1
E/S014_10.csv,1
E/S082_16.csv,1
D/F069_2.csv,0
A/Z068_16.csv,0
E/S029_6.csv,1
C/N086_16.csv,0
E/S077_13.csv,1
C/N064_9.csv,0
D/F025_4.csv,0
D/F098_1.csv,0
E/S029_9.csv,1
A/Z097_4.csv,0
A/Z046_11.csv,0
A/Z058_12.csv,0
E/S062_16.csv,1
A/Z041_1.csv,0
A/Z060_13.csv,0
E/S067_3.csv,1
A/Z090_11.csv,0
C/N020_1.csv,0
C/N028_15.csv,0
A/Z008_7.csv,0
A/Z049_16.csv,0
A/Z081_9.csv,0
A/Z022_14.csv,0
D/F008_14.csv,0
D/F078_2.csv,0
D/F027_14.csv,0
A/Z081_12.csv,0
D/F097_2.csv,0
A/Z096_6.csv,0
C/N013_7.csv,0
E/S028_1.csv,1
D/F057_4.csv,0
D/F032_2.csv,0
A/Z025_8.csv,0
C/N019_11.csv,0
E/S088_12.csv,1
E/S018_14.csv,1
A/Z072_8.csv,0
D/F061_13.csv,0
C/N078_14.csv,0
A/Z029_7.csv,0
A/Z095_11.csv,0
D/F031_7.csv,0
A/Z019_8.csv,0
C/N013_1.csv,0
E/S048_13.csv,1
A/Z055_11.csv,0
A/Z048_4.csv,0
D/F044_2.csv,0
D/F092_15.csv,0
D/F073_14.csv,0
E/S100_3.csv,1
A/Z008_6.csv,0
C/N004_9.csv,0
E/S034_7.csv,1
E/S063_3.csv,1
E/S059_5.csv,1
C/N041_4.csv,0
D/F091_15.csv,0
C/N028_9.csv,0
E/S047_12.csv,1
A/Z030_6.csv,0
C/N015_6.csv,0
D/F045_4.csv,0
C/N094_4.csv,0
C/N009_11.csv,0
C/N087_8.csv,0
E/S034_15.csv,1
E/S065_11.csv,1
D/F042_3.csv,0
C/N005_11.csv,0
E/S030_7.csv,1
D/F074_3.csv,0
C/N062_13.csv,0
C/N026_13.csv,0
A/Z088_10.csv,0
C/N068_1.csv,0
E/S083_6.csv,1
C/N080_13.csv,0
D/F027_10.csv,0
E/S039_15.csv,1
E/S034_4.csv,1
E/S082_8.csv,1
C/N061_4.csv,0
A/Z057_6.csv,0
D/F079_7.csv,0
A/Z078_7.csv,0
E/S015_8.csv,1
D/F014_6.csv,0
D/F086_7.csv,0
E/S024_1.csv,1
D/F090_12.csv,0
C/N100_1.csv,0
C/N078_16.csv,0
D/F051_6.csv,0
A/Z067_10.csv,0
E/S054_2.csv,1
D/F045_7.csv,0
C/N006_10.csv,0
D/F079_11.csv,0
D/F069_10.csv,0
A/Z048_7.csv,0
D/F091_13.csv,0
D/F042_7.csv,0
C/N062_1.csv,0
A/Z038_11.csv,0
E/S032_8.csv,1
D/F001_8.csv,0
D/F078_6.csv,0
C/N045_3.csv,0
C/N042_6.csv,0
D/F042_6.csv,0
C/N050_8.csv,0
E/S092_2.csv,1
A/Z006_7.csv,0
D/F093_12.csv,0
D/F091_16.csv,0
E/S085_9.csv,1
A/Z012_3.csv,0
A/Z097_15.csv,0
A/Z039_1.csv,0
E/S031_16.csv,1
E/S008_7.csv,1
E/S040_11.csv,1
D/F034_7.csv,0
C/N076_13.csv,0
D/F049_5.csv,0
E/S037_10.csv,1
C/N040_10.csv,0
C/N024_8.csv,0
C/N040_13.csv,0
E/S054_10.csv,1
A/Z082_14.csv,0
D/F046_14.csv,0
E/S022_5.csv,1
E/S071_4.csv,1
D/F095_8.csv,0
E/S041_4.csv,1
A/Z051_7.csv,0
D/F056_11.csv,0
D/F023_16.csv,0
C/N024_3.csv,0
D/F017_2.csv,0
C/N003_12.csv,0
E/S035_8.csv,1
A/Z079_14.csv,0
E/S072_5.csv,1
D/F030_2.csv,0
A/Z012_10.csv,0
C/N028_11.csv,0
E/S009_7.csv,1
E/S040_3.csv,1
D/F010_1.csv,0
D/F067_3.csv,0
D/F052_1.csv,0
A/Z095_2.csv,0
A/Z099_12.csv,0
D/F079_3.csv,0
D/F046_12.csv,0
E/S042_1.csv,1
C/N037_12.csv,0
E/S093_10.csv,1
A/Z012_13.csv,0
A/Z044_13.csv,0
E/S065_2.csv,1
E/S053_10.csv,1
C/N099_8.csv,0
E/S058_9.csv,1
E/S012_9.csv,1
C/N034_7.csv,0
A/Z019_10.csv,0
A/Z093_8.csv,0
A/Z062_3.csv,0
D/F066_16.csv,0
A/Z099_10.csv,0
D/F022_5.csv,0
D/F075_14.csv,0
A/Z069_15.csv,0
E/S069_10.csv,1
C/N088_10.csv,0
E/S003_5.csv,1
E/S048_16.csv,1
D/F053_16.csv,0
E/S079_10.csv,1
A/Z092_5.csv,0
E/S064_9.csv,1
E/S100_8.csv,1
C/N076_14.csv,0
E/S013_9.csv,1
D/F038_6.csv,0
C/N027_14.csv,0
E/S076_9.csv,1
E/S020_10.csv,1
E/S012_8.csv,1
C/N027_4.csv,0
C/N070_16.csv,0
C/N060_4.csv,0
E/S074_11.csv,1
D/F094_11.csv,0
E/S042_12.csv,1
E/S079_2.csv,1
C/N034_12.csv,0
D/F046_11.csv,0
C/N058_3.csv,0
C/N021_15.csv,0
A/Z043_3.csv,0
D/F048_8.csv,0
D/F005_11.csv,0
A/Z056_14.csv,0
D/F068_8.csv,0
D/F049_1.csv,0
E/S081_16.csv,1
C/N080_3.csv,0
D/F082_7.csv,0
D/F013_13.csv,0
A/Z075_9.csv,0
C/N010_4.csv,0
D/F080_7.csv,0
D/F087_10.csv,0
C/N027_7.csv,0
A/Z079_16.csv,0
A/Z093_4.csv,0
C/N010_9.csv,0
E/S016_2.csv,1
C/N038_12.csv,0
C/N092_14.csv,0
E/S001_3.csv,1
C/N003_6.csv,0
E/S053_8.csv,1
C/N043_16.csv,0
A/Z061_5.csv,0
C/N026_15.csv,0
C/N067_11.csv,0
D/F050_3.csv,0
D/F062_7.csv,0
A/Z086_9.csv,0
A/Z046_14.csv,0
A/Z019_9.csv,0
E/S020_1.csv,1
E/S099_14.csv,1
E/S023_2.csv,1
C/N006_9.csv,0
A/Z058_7.csv,0
D/F011_16.csv,0
C/N012_15.csv,0
A/Z035_5.csv,0
D/F019_11.csv,0
C/N077_8.csv,0
A/Z010_3.csv,0
C/N057_15.csv,0
D/F096_4.csv,0
E/S020_8.csv,1
D/F040_15.csv,0
C/N011_8.csv,0
D/F001_13.csv,0
E/S044_5.csv,1
C/N038_4.csv,0
C/N064_11.csv,0
E/S068_15.csv,1
E/S045_9.csv,1
E/S048_5.csv,1
C/N069_7.csv,0
E/S039_11.csv,1
A/Z014_6.csv,0
A/Z053_12.csv,0
A/Z014_7.csv,0
C/N076_16.csv,0
D/F072_15.csv,0
D/F068_10.csv,0
D/F064_8.csv,0
C/N027_16.csv,0
E/S032_12.csv,1
C/N039_2.csv,0
A/Z003_2.csv,0
E/S097_14.csv,1
A/Z046_8.csv,0
C/N092_15.csv,0
E/S033_5.csv,1
E/S060_3.csv,1
E/S028_5.csv,1
C/N049_1.csv,0
D/F030_8.csv,0
A/Z045_16.csv,0
D/F023_11.csv,0
E/S066_9.csv,1
D/F018_16.csv,0
E/S077_11.csv,1
D/F083_4.csv,0
A/Z059_10.csv,0
D/F030_12.csv,0
C/N009_1.csv,0
E/S035_4.csv,1
C/N097_12.csv,0
E/S095_15.csv,1
C/N080_10.csv,0
A/Z014_10.csv,0
D/F014_16.csv,0
E/S034_9.csv,1
C/N084_8.csv,0
E/S039_6.csv,1
E/S011_10.csv,1
D/F069_11.csv,0
A/Z008_3.csv,0
C/N041_16.csv,0
C/N100_5.csv,0
C/N067_10.csv,0
D/F014_8.csv,0
E/S022_9.csv,1
A/Z070_9.csv,0
C/N096_7.csv,0
E/S018_1.csv,1
E/S004_4.csv,1
C/N014_1.csv,0
A/Z065_6.csv,0
E/S085_6.csv,1
C/N097_15.csv,0
D/F095_6.csv,0
A/Z045_8.csv,0
A/Z050_11.csv,0
D/F037_11.csv,0
D/F061_12.csv,0
C/N056_13.csv,0
D/F043_1.csv,0
C/N021_2.csv,0
C/N083_13.csv,0
D/F053_3.csv,0
D/F069_3.csv,0
C/N005_1.csv,0
A/Z042_6.csv,0
C/N045_9.csv,0
E/S058_15.csv,1
E/S001_6.csv,1
C/N055_13.csv,0
D/F065_2.csv,0
A/Z025_13.csv,0
C/N053_14.csv,0
C/N071_15.csv,0
D/F002_12.csv,0
E/S010_2.csv,1
C/N080_11.csv,0
C/N073_9.csv,0
D/F006_2.csv,0
E/S032_2.csv,1
E/S009_8.csv,1
D/F033_8.csv,0
D/F072_10.csv,0
E/S093_8.csv,1
D/F040_16.csv,0
E/S082_9.csv,1
D/F002_7.csv,0
D/F049_6.csv,0
A/Z079_12.csv,0
A/Z037_15.csv,0
A/Z045_5.csv,0
E/S097_10.csv,1
D/F004_6.csv,0
D/F002_3.csv,0
A/Z058_4.csv,0
D/F027_13.csv,0
D/F044_6.csv,0
D/F091_11.csv,0
A/Z086_3.csv,0
D/F046_3.csv,0
A/Z010_2.csv,0
A/Z084_15.csv,0
E/S092_13.csv,1
D/F039_2.csv,0
E/S005_16.csv,1
C/N043_12.csv,0
D/F027_15.csv,0
E/S091_13.csv,1
D/F077_5.csv,0
C/N092_1.csv,0
A/Z038_15.csv,0
C/N043_7.csv,0
A/Z098_11.csv,0
C/N032_6.csv,0
A/Z065_3.csv,0
E/S093_6.csv,1
C/N089_5.csv,0
C/N071_11.csv,0
D/F011_10.csv,0
A/Z003_4.csv,0
D/F087_5.csv,0
A/Z100_16.csv,0
E/S071_2.csv,1
E/S083_1.csv,1
A/Z017_14.csv,0
E/S069_16.csv,1
E/S043_16.csv,1
D/F037_12.csv,0
C/N053_12.csv,0
A/Z004_16.csv,0
E/S075_15.csv,1
C/N018_9.csv,0
A/Z020_7.csv,0
E/S043_4.csv,1
A/Z075_14.csv,0
C/N076_12.csv,0
D/F066_9.csv,0
C/N064_12.csv,0
C/N025_9.csv,0
C/N040_5.csv,0
