edf_dir,label
E/S037_31.csv,1
E/S048_21.csv,1
E/S013_30.csv,1
B/O089_16.csv,0
E/S079_11.csv,1
E/S054_14.csv,1
B/O066_5.csv,0
E/S087_29.csv,1
E/S039_15.csv,1
E/S072_7.csv,1
E/S012_13.csv,1
B/O011_8.csv,0
E/S004_13.csv,1
E/S011_23.csv,1
E/S040_12.csv,1
B/O015_2.csv,0
E/S086_18.csv,1
E/S011_14.csv,1
E/S070_10.csv,1
B/O035_16.csv,0
E/S070_20.csv,1
E/S012_5.csv,1
B/O002_12.csv,0
E/S085_4.csv,1
E/S075_5.csv,1
E/S063_7.csv,1
E/S018_15.csv,1
B/O064_11.csv,0
E/S069_4.csv,1
E/S069_11.csv,1
E/S042_7.csv,1
B/O029_10.csv,0
E/S100_18.csv,1
E/S004_3.csv,1
B/O097_2.csv,0
E/S037_19.csv,1
B/O082_15.csv,0
E/S048_7.csv,1
E/S080_7.csv,1
B/O091_14.csv,0
E/S031_3.csv,1
B/O069_10.csv,0
E/S066_6.csv,1
E/S066_32.csv,1
E/S005_31.csv,1
B/O046_13.csv,0
B/O094_1.csv,0
E/S082_27.csv,1
E/S020_9.csv,1
E/S036_6.csv,1
B/O001_7.csv,0
E/S046_13.csv,1
E/S098_8.csv,1
B/O096_13.csv,0
E/S090_14.csv,1
E/S023_9.csv,1
E/S024_20.csv,1
E/S045_5.csv,1
E/S087_20.csv,1
B/O088_15.csv,0
E/S096_8.csv,1
B/O018_12.csv,0
B/O006_12.csv,0
E/S057_29.csv,1
B/O069_12.csv,0
E/S024_9.csv,1
E/S008_23.csv,1
B/O008_5.csv,0
E/S076_7.csv,1
E/S064_25.csv,1
B/O100_6.csv,0
B/O037_10.csv,0
B/O007_5.csv,0
B/O049_1.csv,0
B/O025_12.csv,0
B/O006_2.csv,0
E/S090_26.csv,1
E/S073_1.csv,1
B/O084_14.csv,0
B/O092_2.csv,0
E/S008_8.csv,1
E/S025_20.csv,1
E/S029_26.csv,1
E/S068_28.csv,1
E/S071_26.csv,1
E/S050_1.csv,1
B/O049_3.csv,0
E/S050_24.csv,1
B/O044_3.csv,0
E/S079_5.csv,1
B/O096_5.csv,0
B/O032_9.csv,0
E/S033_19.csv,1
E/S095_19.csv,1
E/S038_4.csv,1
E/S029_6.csv,1
E/S060_14.csv,1
B/O100_15.csv,0
E/S049_21.csv,1
B/O020_12.csv,0
B/O063_11.csv,0
E/S066_20.csv,1
E/S030_14.csv,1
B/O030_9.csv,0
B/O073_6.csv,0
B/O018_5.csv,0
B/O064_15.csv,0
E/S069_8.csv,1
E/S045_11.csv,1
B/O030_8.csv,0
E/S010_18.csv,1
E/S070_19.csv,1
E/S098_7.csv,1
B/O042_5.csv,0
E/S093_11.csv,1
E/S011_20.csv,1
E/S092_20.csv,1
B/O042_1.csv,0
E/S055_15.csv,1
B/O028_15.csv,0
E/S065_9.csv,1
E/S006_33.csv,1
B/O032_10.csv,0
B/O090_7.csv,0
E/S051_30.csv,1
B/O022_9.csv,0
B/O043_15.csv,0
B/O051_15.csv,0
B/O065_15.csv,0
B/O021_6.csv,0
B/O019_9.csv,0
B/O015_4.csv,0
E/S017_12.csv,1
E/S014_12.csv,1
B/O067_13.csv,0
E/S056_5.csv,1
E/S051_27.csv,1
E/S074_18.csv,1
E/S050_23.csv,1
B/O039_1.csv,0
E/S093_27.csv,1
E/S032_12.csv,1
E/S091_28.csv,1
B/O028_4.csv,0
E/S004_25.csv,1
E/S065_23.csv,1
E/S068_24.csv,1
B/O050_10.csv,0
E/S003_22.csv,1
E/S059_7.csv,1
E/S028_23.csv,1
E/S097_33.csv,1
B/O097_9.csv,0
B/O032_16.csv,0
B/O010_10.csv,0
E/S010_6.csv,1
B/O073_13.csv,0
B/O092_5.csv,0
E/S046_20.csv,1
E/S062_18.csv,1
E/S041_27.csv,1
B/O067_8.csv,0
E/S002_17.csv,1
B/O020_3.csv,0
E/S044_26.csv,1
B/O003_5.csv,0
E/S086_27.csv,1
E/S025_10.csv,1
E/S018_20.csv,1
E/S044_17.csv,1
B/O007_3.csv,0
E/S054_26.csv,1
E/S030_29.csv,1
B/O038_16.csv,0
E/S017_8.csv,1
B/O040_13.csv,0
B/O058_16.csv,0
E/S065_18.csv,1
E/S002_4.csv,1
E/S086_7.csv,1
B/O018_16.csv,0
E/S040_29.csv,1
E/S064_24.csv,1
E/S025_15.csv,1
E/S076_32.csv,1
E/S051_31.csv,1
B/O057_16.csv,0
E/S088_26.csv,1
E/S054_27.csv,1
B/O038_3.csv,0
B/O050_13.csv,0
B/O003_6.csv,0
B/O019_7.csv,0
E/S022_13.csv,1
E/S010_19.csv,1
E/S036_27.csv,1
B/O013_3.csv,0
E/S088_13.csv,1
E/S089_11.csv,1
E/S039_22.csv,1
E/S065_20.csv,1
B/O051_3.csv,0
B/O094_14.csv,0
E/S003_28.csv,1
B/O052_3.csv,0
E/S077_23.csv,1
E/S055_2.csv,1
B/O024_2.csv,0
B/O065_16.csv,0
E/S065_5.csv,1
E/S060_27.csv,1
E/S059_6.csv,1
E/S050_25.csv,1
E/S033_17.csv,1
E/S097_19.csv,1
B/O091_2.csv,0
B/O072_9.csv,0
E/S070_14.csv,1
E/S100_13.csv,1
E/S016_30.csv,1
B/O004_1.csv,0
E/S042_6.csv,1
E/S011_12.csv,1
B/O068_9.csv,0
E/S044_31.csv,1
B/O062_8.csv,0
B/O022_1.csv,0
E/S083_6.csv,1
E/S079_33.csv,1
E/S086_10.csv,1
E/S081_30.csv,1
E/S017_31.csv,1
B/O078_3.csv,0
E/S078_26.csv,1
E/S024_27.csv,1
E/S057_11.csv,1
B/O064_7.csv,0
E/S046_1.csv,1
B/O033_11.csv,0
E/S001_19.csv,1
E/S060_16.csv,1
B/O074_4.csv,0
E/S089_21.csv,1
B/O017_10.csv,0
E/S020_20.csv,1
E/S095_26.csv,1
E/S006_6.csv,1
B/O063_7.csv,0
E/S096_27.csv,1
E/S074_11.csv,1
E/S048_3.csv,1
E/S041_28.csv,1
B/O073_15.csv,0
E/S077_10.csv,1
E/S082_18.csv,1
B/O087_7.csv,0
E/S077_15.csv,1
E/S031_25.csv,1
B/O100_13.csv,0
E/S019_21.csv,1
E/S072_25.csv,1
E/S006_11.csv,1
E/S097_32.csv,1
B/O021_16.csv,0
E/S093_17.csv,1
E/S065_4.csv,1
E/S069_32.csv,1
B/O093_2.csv,0
B/O012_13.csv,0
E/S023_20.csv,1
E/S076_3.csv,1
