edf_dir,label
E/S023_8.csv,1
D/F052_16.csv,0
E/S017_18.csv,1
E/S083_8.csv,1
E/S031_33.csv,1
E/S033_12.csv,1
D/F090_13.csv,0
D/F013_6.csv,0
E/S026_20.csv,1
E/S034_14.csv,1
D/F056_5.csv,0
E/S066_33.csv,1
E/S040_29.csv,1
E/S012_17.csv,1
E/S018_5.csv,1
D/F036_3.csv,0
E/S028_18.csv,1
E/S056_24.csv,1
E/S071_24.csv,1
D/F021_15.csv,0
D/F088_11.csv,0
E/S007_17.csv,1
D/F054_13.csv,0
D/F051_8.csv,0
E/S042_17.csv,1
E/S062_4.csv,1
E/S094_28.csv,1
D/F059_16.csv,0
E/S010_20.csv,1
E/S048_2.csv,1
E/S088_22.csv,1
D/F092_3.csv,0
E/S047_1.csv,1
D/F009_7.csv,0
E/S018_2.csv,1
E/S097_13.csv,1
E/S002_4.csv,1
E/S052_33.csv,1
D/F089_5.csv,0
D/F050_16.csv,0
D/F009_8.csv,0
D/F005_8.csv,0
E/S045_11.csv,1
E/S039_21.csv,1
D/F049_10.csv,0
E/S015_29.csv,1
E/S019_13.csv,1
E/S043_10.csv,1
D/F038_10.csv,0
D/F086_3.csv,0
D/F044_4.csv,0
D/F036_13.csv,0
E/S061_27.csv,1
D/F012_6.csv,0
E/S088_4.csv,1
E/S064_14.csv,1
D/F054_15.csv,0
D/F025_3.csv,0
E/S076_30.csv,1
D/F097_14.csv,0
E/S037_4.csv,1
D/F057_6.csv,0
D/F073_9.csv,0
D/F046_8.csv,0
E/S046_14.csv,1
E/S073_33.csv,1
E/S009_32.csv,1
D/F075_16.csv,0
D/F054_12.csv,0
D/F089_8.csv,0
E/S071_6.csv,1
E/S007_11.csv,1
D/F062_3.csv,0
D/F081_7.csv,0
E/S062_3.csv,1
E/S078_30.csv,1
D/F020_8.csv,0
E/S091_32.csv,1
E/S045_1.csv,1
D/F053_7.csv,0
E/S083_17.csv,1
E/S088_20.csv,1
D/F002_16.csv,0
E/S038_8.csv,1
D/F095_5.csv,0
D/F026_9.csv,0
E/S044_2.csv,1
D/F017_14.csv,0
D/F066_7.csv,0
D/F037_6.csv,0
E/S062_26.csv,1
E/S085_28.csv,1
E/S083_13.csv,1
D/F003_14.csv,0
D/F091_14.csv,0
D/F031_15.csv,0
D/F041_1.csv,0
E/S065_21.csv,1
D/F075_4.csv,0
E/S061_23.csv,1
E/S077_5.csv,1
E/S059_29.csv,1
E/S037_32.csv,1
E/S040_16.csv,1
D/F096_6.csv,0
E/S040_3.csv,1
E/S007_21.csv,1
E/S076_11.csv,1
D/F047_7.csv,0
E/S087_4.csv,1
D/F069_16.csv,0
D/F019_14.csv,0
E/S017_5.csv,1
E/S079_25.csv,1
D/F092_16.csv,0
E/S014_31.csv,1
E/S052_32.csv,1
E/S072_20.csv,1
D/F052_14.csv,0
D/F075_7.csv,0
E/S072_4.csv,1
E/S087_32.csv,1
E/S100_26.csv,1
D/F038_7.csv,0
D/F035_11.csv,0
D/F054_1.csv,0
E/S096_8.csv,1
D/F096_2.csv,0
D/F016_11.csv,0
E/S075_30.csv,1
E/S054_7.csv,1
E/S094_25.csv,1
E/S094_21.csv,1
D/F040_12.csv,0
E/S039_4.csv,1
E/S061_2.csv,1
E/S033_15.csv,1
E/S024_17.csv,1
D/F039_16.csv,0
E/S089_25.csv,1
D/F034_13.csv,0
D/F086_5.csv,0
E/S054_30.csv,1
D/F057_9.csv,0
D/F014_6.csv,0
D/F044_14.csv,0
E/S058_16.csv,1
D/F039_6.csv,0
E/S010_30.csv,1
D/F088_16.csv,0
D/F001_10.csv,0
E/S098_33.csv,1
D/F072_2.csv,0
E/S058_17.csv,1
E/S064_25.csv,1
E/S054_12.csv,1
D/F050_8.csv,0
D/F083_11.csv,0
D/F018_2.csv,0
E/S054_14.csv,1
D/F046_3.csv,0
D/F008_16.csv,0
E/S070_8.csv,1
E/S071_18.csv,1
E/S005_5.csv,1
E/S010_16.csv,1
E/S016_23.csv,1
E/S045_5.csv,1
E/S094_5.csv,1
E/S097_16.csv,1
E/S022_7.csv,1
E/S012_1.csv,1
E/S049_11.csv,1
D/F070_9.csv,0
E/S089_10.csv,1
E/S049_28.csv,1
E/S050_8.csv,1
E/S040_10.csv,1
E/S013_18.csv,1
D/F096_15.csv,0
E/S045_32.csv,1
E/S045_10.csv,1
E/S022_23.csv,1
E/S082_16.csv,1
D/F079_4.csv,0
E/S013_8.csv,1
D/F076_8.csv,0
E/S069_18.csv,1
D/F038_6.csv,0
D/F056_15.csv,0
E/S041_21.csv,1
E/S058_32.csv,1
D/F081_10.csv,0
E/S083_26.csv,1
E/S036_1.csv,1
D/F084_15.csv,0
E/S088_21.csv,1
E/S093_6.csv,1
E/S091_19.csv,1
E/S064_6.csv,1
D/F035_7.csv,0
E/S024_2.csv,1
E/S048_18.csv,1
E/S083_27.csv,1
D/F008_2.csv,0
D/F054_11.csv,0
E/S059_15.csv,1
D/F029_2.csv,0
D/F070_10.csv,0
E/S071_28.csv,1
D/F015_5.csv,0
E/S063_21.csv,1
E/S037_2.csv,1
E/S037_29.csv,1
E/S055_25.csv,1
D/F045_9.csv,0
E/S078_18.csv,1
D/F041_5.csv,0
D/F100_14.csv,0
E/S053_32.csv,1
D/F075_15.csv,0
E/S062_28.csv,1
E/S085_25.csv,1
E/S052_22.csv,1
E/S040_4.csv,1
E/S055_27.csv,1
E/S059_6.csv,1
E/S099_24.csv,1
E/S026_2.csv,1
E/S006_24.csv,1
E/S095_2.csv,1
E/S066_28.csv,1
D/F080_5.csv,0
E/S060_20.csv,1
E/S093_5.csv,1
E/S010_18.csv,1
D/F009_12.csv,0
E/S096_12.csv,1
D/F042_1.csv,0
E/S044_3.csv,1
D/F100_8.csv,0
E/S020_28.csv,1
D/F040_11.csv,0
E/S021_30.csv,1
E/S020_24.csv,1
E/S069_19.csv,1
E/S076_15.csv,1
E/S057_13.csv,1
E/S047_7.csv,1
E/S049_24.csv,1
E/S080_14.csv,1
E/S068_32.csv,1
E/S100_13.csv,1
D/F014_8.csv,0
D/F023_13.csv,0
E/S004_16.csv,1
E/S100_24.csv,1
D/F027_14.csv,0
D/F066_2.csv,0
E/S070_31.csv,1
E/S095_33.csv,1
D/F038_5.csv,0
E/S003_10.csv,1
E/S053_2.csv,1
E/S027_19.csv,1
E/S099_27.csv,1
E/S073_15.csv,1
E/S089_23.csv,1
E/S047_21.csv,1
D/F045_2.csv,0
E/S004_18.csv,1
D/F035_13.csv,0
D/F060_6.csv,0
E/S056_20.csv,1
E/S039_22.csv,1
E/S064_3.csv,1
E/S077_16.csv,1
E/S044_30.csv,1
E/S034_11.csv,1
E/S044_20.csv,1
E/S030_18.csv,1
E/S025_7.csv,1
E/S085_2.csv,1
E/S021_2.csv,1
D/F029_12.csv,0
E/S052_1.csv,1
D/F007_11.csv,0
D/F094_5.csv,0
E/S039_2.csv,1
E/S019_12.csv,1
D/F080_10.csv,0
D/F053_8.csv,0
E/S099_2.csv,1
D/F038_3.csv,0
E/S054_19.csv,1
D/F076_4.csv,0
D/F091_8.csv,0
D/F027_15.csv,0
E/S033_8.csv,1
D/F072_14.csv,0
